-7.988816,7.002334,-8,32,40.2641,7,46,8.4008
-47.996828,64.010888,-48,34,11.4208,64,33,39.1983
-12.997697,-136.988405,-13,58,8.2903,-137,28,41.741
-31.996802,-51.994119,-32,59,11.5135,-52,39,21.17
-43.998847,88.00209,-44,58,4.1519,88,48,7.5257
-29.988705,152.012537,-30,30,40.6612,152,0,45.1349
76.015961,65.003933,76,52,57.4608,65,5,14.1601
40.000436,130.016318,40,52,1.5679,130,47,58.7463
36.007257,-75.998775,36,32,26.1241,-76,33,4.4112
15.012078,-115.989337,15,42,43.482,-116,46,38.3861
86.001534,176.003466,86,15,5.5233,176,18,12.478
56.008591,101.01136,56,8,30.928,101,8,40.8955
45.010707,7.01549,45,42,38.5459,7,23,55.7633
-87.995518,-86.987087,-88,3,16.1357,-87,28,46.4886
-54.989477,0.001736,-55,45,37.8838,0,7,6.2513
-37.992899,155.009023,-38,51,25.5643,155,15,32.481
61.002001,-154.987741,61,47,7.204,-155,33,44.132
76.012677,-158.996034,76,37,45.6366,-159,53,14.2768
-23.993938,61.004634,-24,40,21.8242,61,45,16.6807
-17.994257,71.010062,-18,13,20.676,71,27,36.2225
68.01511,-45.992146,68,37,54.397,-46,36,28.274
-3.988758,122.008115,-4,11,40.4727,122,9,29.2129
-60.999859,-164.985843,-61,1,0.5085,-165,4,50.9635
11.01163,77.004374,11,18,41.8666,77,9,15.7473
-18.996908,178.009474,-19,15,11.1303,178,34,34.1065
-27.994754,54.016531,-28,43,18.8861,54,13,59.5124
7.008961,-25.989649,7,8,32.2596,-26,2,37.2621
-65.99824,105.012964,-66,34,6.3352,105,40,46.672
-82.997096,-102.983762,-83,52,10.453,-103,35,58.4553
19.002109,-108.988847,19,56,7.5924,-109,44,40.1516
79.008764,162.002328,79,49,31.5519,162,33,8.3822
-89.993528,95.016328,-90,32,23.2985,95,28,58.7809
-88.990081,20.000451,-89,34,35.7092,20,53,1.6249
-30.988963,123.009353,-31,17,39.7341,123,26,33.6699
-18.992526,35.005436,-19,44,26.9081,35,37,19.5698
-27.992717,-140.996601,-28,50,26.2198,-141,22,12.235
-11.989546,-154.983649,-12,47,37.6342,-155,7,58.8653
35.012699,12.003703,35,44,45.7176,12,0,13.3293
-77.992798,77.009699,-78,9,25.9286,77,49,34.916
51.011636,41.01356,51,6,41.888,41,25,48.8163
-40.987344,-78.987263,-41,40,45.5633,-79,34,45.8521
45.013015,-63.993212,45,11,46.8522,-64,46,24.4356
48.002081,132.00837,48,44,7.4908,132,45,30.1328
60.012588,141.009059,60,29,45.3176,141,21,32.612
-66.987967,164.006237,-67,29,43.3189,164,24,22.4537
-61.991499,77.005472,-62,39,30.6041,77,50,19.7005
-84.991556,-50.998175,-85,4,30.3985,-51,42,6.5697
75.009558,-148.983729,75,23,34.4077,-149,31,58.5767
18.004265,-117.984901,18,18,15.3542,-118,49,54.3582
43.006075,69.002587,43,48,21.8696,69,43,9.313
2.007862,34.000825,2,31,28.3019,34,19,2.9701
-77.986396,103.013716,-78,13,48.9729,103,3,49.376
-66.988835,-151.993127,-67,15,40.1923,-152,0,24.7413
-88.984688,78.01526,-89,26,55.1231,78,46,54.9365
58.005035,128.000963,58,55,18.1242,128,29,3.4666
-19.999267,-33.99509,-20,41,2.6406,-34,23,17.6774
-73.993058,-151.986504,-74,40,24.9921,-152,33,48.5844
18.016594,115.005408,18,37,59.7401,115,53,19.4684
34.013325,-164.992192,34,25,47.9684,-165,59,28.1077
-36.989617,50.009822,-37,51,37.3787,50,10,35.3578
54.010351,135.016632,54,57,37.2629,135,33,59.8753
22.013038,-144.994915,22,41,46.9381,-145,28,18.305
-36.987251,160.003755,-37,6,45.8978,160,37,13.5164
-72.99848,-15.985943,-73,1,5.4737,-16,13,50.6068
25.007739,130.006721,25,22,27.8621,130,7,24.1942
29.00469,-111.992908,29,10,16.8854,-112,21,25.533
